Date,Equity,LAST,LAST_lag1,LAST_lag2,LAST_lag3,VOLUME,VOLUME_lag1,VOLUME_lag2,VOLUME_lag3,HIGH,HIGH_lag1,HIGH_lag2,HIGH_lag3,LOW,LOW_lag1,LOW_lag2,LOW_lag3,CHG_PCT_1D,significant_change
24/01/91 0:00,SBI,0.0,0.0,0.0,0.0,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.8947,1
14/02/91 0:00,SBI,0.001648876160722035,0.0,0.0,0.0,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.0009483848718243479,0.0,0.0,0.0,0.0013749122396442786,0.0,0.0,0.0,2.5,0
20/02/91 0:00,SBI,0.001909225028204461,0.001648876160722035,0.0,0.0,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.001207035291412806,0.0009483848718243479,0.0,0.0,0.0016674467587175297,0.0013749122396442786,0.0,0.0,2.439,0
07/03/91 0:00,SBI,0.0013595996412971165,0.001909225028204461,0.001648876160722035,0.0,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.001350729968961949,0.001207035291412806,0.0009483848718243479,0.0,0.0013749122396442786,0.0016674467587175297,0.0013749122396442786,0.0,-5.8824,1
11/03/91 0:00,SBI,0.00205386328791692,0.0013595996412971165,0.001909225028204461,0.001648876160722035,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.001350729968961949,0.001350729968961949,0.001207035291412806,0.0009483848718243479,0.0013749122396442786,0.0013749122396442786,0.0016674467587175297,0.0013749122396442786,6.25,1
20/03/91 0:00,SBI,0.0017935144204344936,0.00205386328791692,0.0013595996412971165,0.001909225028204461,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.001092079549373491,0.001350729968961949,0.001350729968961949,0.001207035291412806,0.0013749122396442786,0.0013749122396442786,0.0013749122396442786,0.0016674467587175297,1.2195,0
27/03/91 0:00,SBI,0.00205386328791692,0.0017935144204344936,0.00205386328791692,0.0013595996412971165,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.001350729968961949,0.001092079549373491,0.001350729968961949,0.001350729968961949,0.0013749122396442786,0.0013749122396442786,0.0013749122396442786,0.0013749122396442786,0.0,0
02/04/91 0:00,SBI,0.00205386328791692,0.00205386328791692,0.0017935144204344936,0.00205386328791692,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.001350729968961949,0.001350729968961949,0.001092079549373491,0.001350729968961949,0.0016674467587175297,0.0013749122396442786,0.0013749122396442786,0.0013749122396442786,0.0,0
12/04/91 0:00,SBI,0.00205386328791692,0.00205386328791692,0.00205386328791692,0.0017935144204344936,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.001350729968961949,0.001350729968961949,0.001350729968961949,0.001092079549373491,0.0013749122396442786,0.0016674467587175297,0.0013749122396442786,0.0013749122396442786,6.25,1
22/04/91 0:00,SBI,0.00205386328791692,0.00205386328791692,0.00205386328791692,0.00205386328791692,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.26820453930293126,0.001350729968961949,0.001350729968961949,0.001350729968961949,0.001350729968961949,0.0013749122396442786,0.0013749122396442786,0.0016674467587175297,0.0013749122396442786,0.0,0
